startValue,endValue,quantity
284400,284599,2
284600,284799,1
284800,284999,0
285000,285199,0
285200,285399,1
285400,285599,0
285600,285799,0
285800,285999,1
286000,286199,1
286200,286399,1
286400,286599,2
286600,286799,0
286800,286999,0
287000,287199,1
287200,287399,2
287400,287599,1
287600,287799,0
287800,287999,0
288000,288199,0
288200,288399,1
288400,288599,2
288600,288799,3
288800,288999,0
289000,289199,2
289200,289399,1
289400,289599,0
289600,289799,1
289800,289999,2
290000,290199,3
290200,290399,1
290400,290599,1
290600,290799,2
290800,290999,0
291000,291199,0
291200,291399,1
291400,291599,1
291600,291799,2
291800,291999,1
292000,292199,1
292200,292399,0
292400,292599,1
292600,292799,0
292800,292999,2
293000,293199,2
293200,293399,2
293400,293599,0
293600,293799,1
293800,293999,0
294000,294199,0
294200,294399,1
294400,294599,0
294600,294799,0
294800,294999,0
295000,295199,1
295200,295399,0
295400,295599,1
295600,295799,0
295800,295999,1
296000,296199,4
296200,296399,0
296400,296599,0
296600,296799,0
296800,296999,1
297000,297199,0
297200,297399,0
297400,297599,1
297600,297799,3
297800,297999,2
298000,298199,1
298200,298399,0
298400,298599,0
298600,298799,0
298800,298999,0
299000,299199,1
299200,299399,0
299400,299599,0
299600,299799,1
299800,299999,0
300000,300199,1
300200,300399,1
300400,300599,1
300600,300799,1
300800,300999,0
301000,301199,0
301200,301399,2
301400,301599,0
301600,301799,2
301800,301999,1
302000,302199,0
302200,302399,0
302400,302599,0
302600,302799,0
302800,302999,0
303000,303199,1
303200,303399,1
303400,303599,1
303600,303799,1
303800,303999,0
304000,304199,0
304200,304399,2
304400,304599,2
304600,304799,1
304800,304999,1
305000,305199,2
305200,305399,0
305400,305599,2
305600,305799,2
305800,305999,0
306000,306199,1
306200,306399,0
306400,306599,0
306600,306799,1
306800,306999,0
307000,307199,1
307200,307399,1
307400,307599,1
307600,307799,0
307800,307999,0
308000,308199,0
308200,308399,1
308400,308599,0
308600,308799,0
308800,308999,0
309000,309199,0
309200,309399,1
309400,309599,2
309600,309799,0
309800,309999,3
310000,310199,1
310200,310399,0
310400,310599,1
310600,310799,1
310800,310999,0
311000,311199,0
311200,311399,3
311400,311599,2
311600,311799,2
311800,311999,0
312000,312199,1
312200,312399,3
312400,312599,2
312600,312799,2
312800,312999,0
313000,313199,0
313200,313399,0
313400,313599,1
313600,313799,1
313800,313999,1
314000,314199,0
314200,314399,0
314400,314599,1
314600,314799,1
314800,314999,0
315000,315199,1
315200,315399,0
315400,315599,2
315600,315799,3
315800,315999,0
316000,316199,1
316200,316399,0
316400,316599,1
316600,316799,1
316800,316999,0
317000,317199,0
317200,317399,0
317400,317599,1
317600,317799,3
317800,317999,0
318000,318199,1
318200,318399,0
318400,318599,0
318600,318799,0
318800,318999,0
319000,319199,0
319200,319399,1
319400,319599,2
319600,319799,2
319800,319999,0
320000,320199,0
320200,320399,1
320400,320599,2
320600,320799,0
320800,320999,0
321000,321199,0
321200,321399,0
321400,321599,0
321600,321799,2
321800,321999,1
322000,322199,0
322200,322399,1
322400,322599,2
322600,322799,0
322800,322999,0
323000,323199,1
323200,323399,1
323400,323599,1
323600,323799,2
323800,323999,1
324000,324199,0
324200,324399,0
324400,324599,2
324600,324799,0
324800,324999,0
325000,325199,1
325200,325399,1
325400,325599,1
325600,325799,0
325800,325999,1
326000,326199,0
326200,326399,2
326400,326599,0
326600,326799,2
326800,326999,0
327000,327199,2
327200,327399,0
327400,327599,1
327600,327799,0
327800,327999,0
328000,328199,2
328200,328399,2
328400,328599,1
328600,328799,1
328800,328999,2
329000,329199,0
329200,329399,2
329400,329599,1
329600,329799,0
329800,329999,1
330000,330199,2
330200,330399,2
330400,330599,1
330600,330799,1
330800,330999,0
331000,331199,0
331200,331399,2
331400,331599,0
331600,331799,2
331800,331999,0
332000,332199,0
332200,332399,0
332400,332599,1
332600,332799,0
332800,332999,1
333000,333199,0
333200,333399,1
333400,333599,1
333600,333799,0
333800,333999,1
334000,334199,1
334200,334399,0
334400,334599,0
334600,334799,1
334800,334999,0
335000,335199,1
335200,335399,2
335400,335599,2
335600,335799,2
335800,335999,0
336000,336199,0
336200,336399,0
336400,336599,2
336600,336799,2
336800,336999,0
337000,337199,1
337200,337399,0
337400,337599,1
337600,337799,0
337800,337999,1
338000,338199,0
338200,338399,0
338400,338599,1
338600,338799,0
338800,338999,2
339000,339199,0
339200,339399,0
339400,339599,1
339600,339799,1
339800,339999,2
340000,340199,1
340200,340399,0
340400,340599,1
340600,340799,0
340800,340999,0
341000,341199,0
341200,341399,1
341400,341599,1
341600,341799,0
341800,341999,0
342000,342199,2
342200,342399,0
342400,342599,1
342600,342799,0
342800,342999,0
343000,343199,1
343200,343399,0
343400,343599,1
343600,343799,0
343800,343999,0
344000,344199,0
344200,344399,0
